phase,episode,government,epsilon,games,white_wins,black_wins,draws,average_plies,average_prediction_error,average_constitutional_regret,average_discontent
train,1,democracy,0.25,1,0,1,0,96.0,1.7269,0.0902,0.568
train,1,monarchy,0.25,1,0,0,1,63.0,0.481,0.1353,0.6253
train,1,dictatorship,0.25,1,0,0,1,80.0,0.4162,0.1287,0.605
train,1,utilitarian,0.25,1,0,0,1,60.0,0.5596,0.0656,0.4238
train,1,reputation,0.25,1,0,1,0,96.0,1.7269,0.0902,0.568
train,1,technocracy,0.25,1,0,0,1,72.0,0.5231,0.0873,0.5759
train,1,anarchy,0.25,1,0,0,1,23.0,0.6337,0.1135,0.5897
train,2,democracy,0.2478,1,0,0,1,46.0,2.0708,0.2024,0.4791
train,2,monarchy,0.2478,1,0,0,1,100.0,0.4392,0.1084,0.5451
train,2,dictatorship,0.2478,1,0,0,1,20.0,0.2941,0.1886,0.6125
train,2,utilitarian,0.2478,1,0,0,1,15.0,0.308,0.0754,0.3852
train,2,reputation,0.2478,1,0,0,1,19.0,2.0706,0.1899,0.4671
train,2,technocracy,0.2478,1,0,0,1,26.0,0.4517,0.1132,0.567
train,2,anarchy,0.2478,1,0,0,1,23.0,0.2964,0.132,0.5815
train,3,democracy,0.2456,1,0,0,1,11.0,0.2899,0.102,0.4375
train,3,monarchy,0.2456,1,0,0,1,18.0,0.516,0.1168,0.5365
train,3,dictatorship,0.2456,1,0,0,1,100.0,0.3721,0.1465,0.6014
train,3,utilitarian,0.2456,1,0,0,1,15.0,0.1881,0.0787,0.522
train,3,reputation,0.2456,1,0,0,1,100.0,1.0514,0.1785,0.5265
train,3,technocracy,0.2456,1,0,0,1,19.0,0.3286,0.1038,0.4895
train,3,anarchy,0.2456,1,0,0,1,38.0,0.3403,0.0877,0.4847
train,4,democracy,0.2433,1,0,0,1,12.0,0.2333,0.1193,0.4844
train,4,monarchy,0.2433,1,0,0,1,23.0,0.2612,0.1159,0.538
train,4,dictatorship,0.2433,1,0,0,1,21.0,0.3622,0.1928,0.5833
train,4,utilitarian,0.2433,1,0,0,1,9.0,0.1451,0.0633,0.4722
train,4,reputation,0.2433,1,0,0,1,12.0,0.7216,0.1334,0.3906
train,4,technocracy,0.2433,1,0,0,1,16.0,0.1191,0.0927,0.4766
train,4,anarchy,0.2433,1,0,0,1,56.0,0.6166,0.0722,0.4442
train,5,democracy,0.2411,1,0,0,1,13.0,0.1925,0.11,0.3702
train,5,monarchy,0.2411,1,0,0,1,13.0,0.1985,0.1062,0.4663
train,5,dictatorship,0.2411,1,0,0,1,13.0,0.2086,0.1267,0.4712
train,5,utilitarian,0.2411,1,0,0,1,13.0,0.1169,0.0699,0.4038
train,5,reputation,0.2411,1,0,0,1,19.0,0.617,0.1298,0.3511
train,5,technocracy,0.2411,1,0,0,1,13.0,0.0958,0.0885,0.4567
train,5,anarchy,0.2411,1,0,0,1,47.0,0.6463,0.0724,0.4425
train,6,democracy,0.2389,1,0,0,1,11.0,0.1534,0.1142,0.3807
train,6,monarchy,0.2389,1,0,0,1,21.0,0.2596,0.0978,0.4435
train,6,dictatorship,0.2389,1,0,0,1,58.0,0.2164,0.1094,0.4835
train,6,utilitarian,0.2389,1,0,0,1,11.0,0.1065,0.0618,0.4489
train,6,reputation,0.2389,1,0,0,1,11.0,0.3752,0.1118,0.3693
train,6,technocracy,0.2389,1,0,0,1,15.0,0.0901,0.0901,0.4708
train,6,anarchy,0.2389,1,0,0,1,33.0,0.3966,0.053,0.3619
train,7,democracy,0.2367,1,0,0,1,12.0,0.1486,0.1153,0.4323
train,7,monarchy,0.2367,1,0,0,1,26.0,0.1899,0.1048,0.512
train,7,dictatorship,0.2367,1,0,1,0,28.0,2.495,0.114,0.4279
train,7,utilitarian,0.2367,1,0,0,1,9.0,0.1041,0.0591,0.5139
train,7,reputation,0.2367,1,0,0,1,12.0,0.3348,0.115,0.3385
train,7,technocracy,0.2367,1,0,0,1,16.0,0.0743,0.0947,0.4688
train,7,anarchy,0.2367,1,0,0,1,40.0,0.2347,0.0543,0.4554
train,8,democracy,0.2344,1,0,0,1,13.0,0.131,0.1399,0.4465
train,8,monarchy,0.2344,1,0,0,1,77.0,0.2706,0.0842,0.4527
train,8,dictatorship,0.2344,1,0,0,1,100.0,1.2626,0.1477,0.4937
train,8,utilitarian,0.2344,1,0,0,1,11.0,0.0928,0.0554,0.4886
train,8,reputation,0.2344,1,0,0,1,29.0,0.4354,0.1487,0.4488
train,8,technocracy,0.2344,1,0,0,1,24.0,0.2861,0.0752,0.4932
train,8,anarchy,0.2344,1,0,0,1,28.0,0.201,0.036,0.3512
train,9,democracy,0.2322,1,0,0,1,17.0,0.1403,0.1554,0.4819
train,9,monarchy,0.2322,1,0,0,1,21.0,0.1661,0.1015,0.5466
train,9,dictatorship,0.2322,1,0,0,1,19.0,0.7188,0.2228,0.4491
train,9,utilitarian,0.2322,1,0,0,1,11.0,0.0871,0.0541,0.5
train,9,reputation,0.2322,1,0,0,1,20.0,0.2112,0.1171,0.4198
train,9,technocracy,0.2322,1,0,0,1,23.0,0.2357,0.0914,0.498
train,9,anarchy,0.2322,1,0,0,1,15.0,0.1498,0.0388,0.4792
train,10,democracy,0.23,1,0,0,1,10.0,0.0977,0.1145,0.4875
train,10,monarchy,0.23,1,0,0,1,100.0,0.2282,0.0934,0.4176
train,10,dictatorship,0.23,1,0,0,1,23.0,0.4505,0.1603,0.485
train,10,utilitarian,0.23,1,0,0,1,13.0,0.0752,0.0673,0.4952
train,10,reputation,0.23,1,0,0,1,10.0,0.1246,0.1249,0.4562
train,10,technocracy,0.23,1,0,0,1,41.0,0.1213,0.0819,0.4619
train,10,anarchy,0.23,1,0,0,1,18.0,0.3284,0.0537,0.4196
frozen_self_play,10,democracy,0.0,4,0,0,4,10.75,0.0991,0.1053,0.4456
frozen_self_play,10,monarchy,0.0,4,0,0,4,10.75,0.1942,0.1278,0.6424
frozen_self_play,10,dictatorship,0.0,4,0,0,4,10.75,0.2641,0.1071,0.434
frozen_self_play,10,utilitarian,0.0,4,0,0,4,10.0,0.082,0.0657,0.5485
frozen_self_play,10,reputation,0.0,4,0,0,4,10.75,0.1216,0.0869,0.3284
frozen_self_play,10,technocracy,0.0,4,0,0,4,10.75,0.097,0.0896,0.571
frozen_self_play,10,anarchy,0.0,4,0,0,4,28.0,0.1541,0.0462,0.3964
train,11,democracy,0.2278,1,0,0,1,11.0,0.0956,0.1087,0.3466
train,11,monarchy,0.2278,1,0,0,1,27.0,0.1875,0.125,0.5023
train,11,dictatorship,0.2278,1,0,0,1,24.0,0.2907,0.1256,0.4036
train,11,utilitarian,0.2278,1,0,0,1,11.0,0.0744,0.0662,0.4773
train,11,reputation,0.2278,1,0,0,1,11.0,0.1251,0.0785,0.3011
train,11,technocracy,0.2278,1,0,0,1,11.0,0.0965,0.0949,0.392
train,11,anarchy,0.2278,1,0,0,1,37.0,0.2088,0.042,0.4077
train,12,democracy,0.2256,1,0,0,1,11.0,0.0815,0.1091,0.4205
train,12,monarchy,0.2256,1,0,0,1,12.0,0.1531,0.1223,0.5208
train,12,dictatorship,0.2256,1,0,0,1,12.0,0.2556,0.1121,0.3958
train,12,utilitarian,0.2256,1,0,0,1,11.0,0.0721,0.0639,0.4659
train,12,reputation,0.2256,1,0,0,1,11.0,0.1039,0.0716,0.3409
train,12,technocracy,0.2256,1,0,0,1,12.0,0.0859,0.0904,0.5417
train,12,anarchy,0.2256,1,0,0,1,18.0,0.0995,0.062,0.4266
train,13,democracy,0.2233,1,0,0,1,12.0,0.0961,0.1219,0.3958
train,13,monarchy,0.2233,1,0,0,1,12.0,0.1412,0.117,0.4531
train,13,dictatorship,0.2233,1,0,0,1,12.0,0.1407,0.1048,0.3906
train,13,utilitarian,0.2233,1,0,0,1,8.0,0.0793,0.0617,0.3984
train,13,reputation,0.2233,1,0,0,1,19.0,0.1486,0.1095,0.4044
train,13,technocracy,0.2233,1,0,0,1,12.0,0.0786,0.0868,0.4792
train,13,anarchy,0.2233,1,0,0,1,91.0,0.4938,0.0412,0.3286
train,14,democracy,0.2211,1,0,0,1,10.0,0.0881,0.1171,0.4062
train,14,monarchy,0.2211,1,0,0,1,91.0,0.2475,0.1001,0.6096
train,14,dictatorship,0.2211,1,0,0,1,29.0,0.1625,0.154,0.4591
train,14,utilitarian,0.2211,1,0,0,1,13.0,0.0653,0.0663,0.5048
train,14,reputation,0.2211,1,0,0,1,10.0,0.0936,0.0787,0.3375
train,14,technocracy,0.2211,1,0,0,1,36.0,0.2451,0.0834,0.4816
train,14,anarchy,0.2211,1,0,0,1,11.0,0.5062,0.0911,0.4489
train,15,democracy,0.2189,1,0,0,1,9.0,0.1042,0.0985,0.4028
train,15,monarchy,0.2189,1,0,0,1,36.0,0.1833,0.1039,0.501
train,15,dictatorship,0.2189,1,0,0,1,12.0,0.106,0.0902,0.3698
train,15,utilitarian,0.2189,1,0,0,1,9.0,0.0801,0.0615,0.4028
train,15,reputation,0.2189,1,0,0,1,9.0,0.112,0.0775,0.4097
train,15,technocracy,0.2189,1,0,0,1,12.0,0.114,0.0778,0.4635
train,15,anarchy,0.2189,1,0,0,1,54.0,0.3235,0.0392,0.2921
train,16,democracy,0.2167,1,0,0,1,11.0,0.0961,0.1034,0.4091
train,16,monarchy,0.2167,1,0,0,1,13.0,0.0818,0.0934,0.4471
train,16,dictatorship,0.2167,1,0,0,1,13.0,0.0918,0.1244,0.399
train,16,utilitarian,0.2167,1,0,0,1,11.0,0.0722,0.0576,0.4659
train,16,reputation,0.2167,1,0,0,1,31.0,0.1883,0.0921,0.3749
train,16,technocracy,0.2167,1,0,0,1,17.0,0.1223,0.0849,0.5074
train,16,anarchy,0.2167,1,0,0,1,15.0,0.1598,0.0454,0.3958
train,17,democracy,0.2144,1,0,0,1,13.0,0.081,0.0993,0.3846
train,17,monarchy,0.2144,1,0,0,1,13.0,0.08,0.1059,0.5817
train,17,dictatorship,0.2144,1,0,0,1,29.0,0.1183,0.1281,0.4704
train,17,utilitarian,0.2144,1,0,0,1,13.0,0.0619,0.0618,0.4856
train,17,reputation,0.2144,1,0,0,1,13.0,0.0897,0.0883,0.3654
train,17,technocracy,0.2144,1,0,0,1,13.0,0.1038,0.0832,0.524
train,17,anarchy,0.2144,1,0,0,1,15.0,0.1271,0.0365,0.3417
train,18,democracy,0.2122,1,0,0,1,11.0,0.0937,0.1006,0.3636
train,18,monarchy,0.2122,1,0,0,1,100.0,0.4078,0.0802,0.5073
train,18,dictatorship,0.2122,1,0,0,1,33.0,0.2103,0.1768,0.4146
train,18,utilitarian,0.2122,1,0,0,1,11.0,0.0711,0.0675,0.4943
train,18,reputation,0.2122,1,0,0,1,13.0,0.0851,0.0723,0.3798
train,18,technocracy,0.2122,1,0,0,1,20.0,0.106,0.0896,0.4437
train,18,anarchy,0.2122,1,0,0,1,21.0,0.1035,0.0366,0.3661
train,19,democracy,0.21,1,0,0,1,11.0,0.093,0.1049,0.3636
train,19,monarchy,0.21,1,0,0,1,49.0,0.3378,0.1349,0.5822
train,19,dictatorship,0.21,1,0,0,1,19.0,0.2086,0.1176,0.4375
train,19,utilitarian,0.21,1,0,0,1,11.0,0.0706,0.0621,0.483
train,19,reputation,0.21,1,0,0,1,11.0,0.0923,0.1,0.358
train,19,technocracy,0.21,1,0,0,1,30.0,0.2819,0.09,0.5177
train,19,anarchy,0.21,1,0,0,1,21.0,0.0877,0.0331,0.3036
train,20,democracy,0.2078,1,0,0,1,11.0,0.0925,0.0871,0.4261
train,20,monarchy,0.2078,1,0,0,1,48.0,0.3212,0.1039,0.5194
train,20,dictatorship,0.2078,1,0,0,1,20.0,0.0987,0.1191,0.4375
train,20,utilitarian,0.2078,1,0,0,1,11.0,0.0703,0.0593,0.4432
train,20,reputation,0.2078,1,0,0,1,11.0,0.0907,0.0641,0.3466
train,20,technocracy,0.2078,1,0,0,1,24.0,0.2305,0.0926,0.4748
train,20,anarchy,0.2078,1,0,0,1,17.0,0.0848,0.0374,0.3272
frozen_self_play,20,democracy,0.0,4,0,0,4,11.5,0.0939,0.1065,0.457
frozen_self_play,20,monarchy,0.0,4,0,0,4,11.5,0.2148,0.1004,0.5205
frozen_self_play,20,dictatorship,0.0,4,0,0,4,11.5,0.0828,0.0933,0.452
frozen_self_play,20,utilitarian,0.0,4,0,0,4,12.25,0.0635,0.0631,0.521
frozen_self_play,20,reputation,0.0,4,0,0,4,11.5,0.0896,0.0754,0.3489
frozen_self_play,20,technocracy,0.0,4,0,0,4,11.5,0.111,0.0834,0.5384
frozen_self_play,20,anarchy,0.0,4,0,0,4,41.5,0.2252,0.0358,0.2113
train,21,democracy,0.2056,1,0,0,1,11.0,0.092,0.1101,0.4148
train,21,monarchy,0.2056,1,0,0,1,39.0,0.4062,0.083,0.432
train,21,dictatorship,0.2056,1,0,0,1,27.0,0.108,0.106,0.3542
train,21,utilitarian,0.2056,1,0,0,1,11.0,0.07,0.0563,0.4091
train,21,reputation,0.2056,1,0,0,1,25.0,0.2021,0.1006,0.3783
train,21,technocracy,0.2056,1,0,0,1,11.0,0.1046,0.0718,0.4091
train,21,anarchy,0.2056,1,0,0,1,23.0,0.1073,0.0331,0.2583
train,22,democracy,0.2033,1,0,0,1,12.0,0.1082,0.1019,0.4149
train,22,monarchy,0.2033,1,0,0,1,43.0,0.2201,0.0882,0.5645
train,22,dictatorship,0.2033,1,0,0,1,13.0,0.1157,0.101,0.4644
train,22,utilitarian,0.2033,1,0,0,1,19.0,0.1704,0.0443,0.4317
train,22,reputation,0.2033,1,0,0,1,12.0,0.1208,0.1039,0.4153
train,22,technocracy,0.2033,1,0,0,1,24.0,0.1971,0.0731,0.4119
train,22,anarchy,0.2033,1,0,0,1,23.0,0.0895,0.0379,0.3227
train,23,democracy,0.2011,1,0,0,1,11.0,0.0918,0.0985,0.4545
train,23,monarchy,0.2011,1,0,0,1,11.0,0.2681,0.0861,0.5114
train,23,dictatorship,0.2011,1,0,0,1,11.0,0.2488,0.1055,0.4205
train,23,utilitarian,0.2011,1,0,0,1,10.0,0.0807,0.0803,0.5
train,23,reputation,0.2011,1,0,0,1,11.0,0.0962,0.0545,0.3295
train,23,technocracy,0.2011,1,0,0,1,14.0,0.1099,0.0852,0.5045
train,23,anarchy,0.2011,1,0,0,1,37.0,0.2626,0.0344,0.2987
train,24,democracy,0.1989,1,0,0,1,12.0,0.0863,0.1126,0.4948
train,24,monarchy,0.1989,1,0,0,1,29.0,0.0967,0.0891,0.5086
train,24,dictatorship,0.1989,1,0,0,1,35.0,0.2787,0.1199,0.3996
train,24,utilitarian,0.1989,1,0,0,1,11.0,0.0671,0.0559,0.5057
train,24,reputation,0.1989,1,0,0,1,12.0,0.0859,0.0713,0.3542
train,24,technocracy,0.1989,1,0,0,1,29.0,0.3085,0.0859,0.5194
train,24,anarchy,0.1989,1,0,0,1,20.0,0.1099,0.0278,0.2687
train,25,democracy,0.1967,1,0,0,1,12.0,0.0838,0.0993,0.3854
train,25,monarchy,0.1967,1,0,0,1,14.0,0.2336,0.0831,0.5045
train,25,dictatorship,0.1967,1,0,0,1,33.0,0.2165,0.1193,0.4508
train,25,utilitarian,0.1967,1,0,0,1,13.0,0.0634,0.0548,0.4615
train,25,reputation,0.1967,1,0,0,1,12.0,0.0844,0.0783,0.2865
train,25,technocracy,0.1967,1,0,0,1,14.0,0.1286,0.0714,0.4152
train,25,anarchy,0.1967,1,0,0,1,28.0,0.0893,0.0268,0.2362
train,26,democracy,0.1944,1,0,0,1,25.0,0.1906,0.1147,0.4617
train,26,monarchy,0.1944,1,0,0,1,59.0,0.2222,0.0909,0.5315
train,26,dictatorship,0.1944,1,0,0,1,27.0,0.1891,0.1091,0.4245
train,26,utilitarian,0.1944,1,0,0,1,11.0,0.0704,0.0559,0.4602
train,26,reputation,0.1944,1,0,0,1,18.0,0.1451,0.0879,0.4347
train,26,technocracy,0.1944,1,0,0,1,28.0,0.1449,0.0656,0.4337
train,26,anarchy,0.1944,1,0,0,1,17.0,0.1233,0.0243,0.3645
train,27,democracy,0.1922,1,0,0,1,9.0,0.0942,0.0856,0.4097
train,27,monarchy,0.1922,1,0,0,1,9.0,0.1388,0.0681,0.4722
train,27,dictatorship,0.1922,1,1,0,0,37.0,2.6514,0.1199,0.3406
train,27,utilitarian,0.1922,1,0,0,1,8.0,0.077,0.0645,0.4375
train,27,reputation,0.1922,1,0,0,1,9.0,0.0893,0.0664,0.375
train,27,technocracy,0.1922,1,0,0,1,16.0,0.13,0.0774,0.4648
train,27,anarchy,0.1922,1,0,0,1,30.0,0.1673,0.0309,0.2719
train,28,democracy,0.19,1,0,0,1,12.0,0.0922,0.1102,0.4792
train,28,monarchy,0.19,1,0,0,1,12.0,0.1191,0.0714,0.5104
train,28,dictatorship,0.19,1,0,0,1,14.0,1.5534,0.2101,0.433
train,28,utilitarian,0.19,1,0,0,1,11.0,0.0622,0.0623,0.4545
train,28,reputation,0.19,1,0,0,1,12.0,0.0831,0.07,0.349
train,28,technocracy,0.19,1,0,0,1,35.0,0.1458,0.0895,0.5224
train,28,anarchy,0.19,1,0,0,1,19.0,0.0972,0.0295,0.3125
train,29,democracy,0.1878,1,0,0,1,13.0,0.0953,0.115,0.5208
train,29,monarchy,0.1878,1,0,1,0,40.0,2.0752,0.0711,0.4926
train,29,dictatorship,0.1878,1,0,1,0,50.0,3.3929,0.1915,0.4515
train,29,utilitarian,0.1878,1,0,0,1,11.0,0.0694,0.0578,0.4716
train,29,reputation,0.1878,1,0,0,1,20.0,0.1384,0.0712,0.42
train,29,technocracy,0.1878,1,0,0,1,12.0,0.1382,0.0771,0.526
train,29,anarchy,0.1878,1,0,0,1,19.0,0.0805,0.0269,0.3092
train,30,democracy,0.1856,1,0,0,1,12.0,0.0805,0.1037,0.4115
train,30,monarchy,0.1856,1,0,1,0,32.0,1.5316,0.126,0.4
train,30,dictatorship,0.1856,1,0,0,1,20.0,1.278,0.1493,0.325
train,30,utilitarian,0.1856,1,0,0,1,9.0,0.0747,0.0512,0.4583
train,30,reputation,0.1856,1,0,0,1,12.0,0.0787,0.0763,0.3698
train,30,technocracy,0.1856,1,0,0,1,31.0,0.1213,0.0787,0.4577
train,30,anarchy,0.1856,1,0,0,1,28.0,0.0803,0.0273,0.2478
frozen_self_play,30,democracy,0.0,4,0,0,4,12.0,0.0785,0.1024,0.451
frozen_self_play,30,monarchy,0.0,4,0,0,4,25.0,2.2873,0.1354,0.3546
frozen_self_play,30,dictatorship,0.0,4,0,0,4,12.0,0.8056,0.105,0.2846
frozen_self_play,30,utilitarian,0.0,4,0,0,4,10.0,0.0699,0.0558,0.5065
frozen_self_play,30,reputation,0.0,4,0,0,4,13.0,0.0883,0.0725,0.3444
frozen_self_play,30,technocracy,0.0,4,0,0,4,18.75,0.1717,0.0703,0.495
frozen_self_play,30,anarchy,0.0,4,0,0,4,40.25,0.2225,0.0263,0.1723
train,31,democracy,0.1833,1,0,0,1,10.0,0.0828,0.0896,0.4437
train,31,monarchy,0.1833,1,0,0,1,72.0,2.5339,0.1618,0.4404
train,31,dictatorship,0.1833,1,0,0,1,65.0,0.8189,0.2003,0.3012
train,31,utilitarian,0.1833,1,0,0,1,13.0,0.06,0.0599,0.5529
train,31,reputation,0.1833,1,0,0,1,10.0,0.0808,0.0872,0.4062
train,31,technocracy,0.1833,1,0,0,1,12.0,0.117,0.0701,0.5052
train,31,anarchy,0.1833,1,0,0,1,28.0,0.1499,0.0314,0.3275
train,32,democracy,0.1811,1,0,0,1,11.0,0.0772,0.0993,0.4716
train,32,monarchy,0.1811,1,0,0,1,14.0,1.0922,0.1812,0.4241
train,32,dictatorship,0.1811,1,0,0,1,11.0,0.4707,0.1115,0.4034
train,32,utilitarian,0.1811,1,0,0,1,11.0,0.0623,0.0571,0.5057
train,32,reputation,0.1811,1,0,0,1,11.0,0.0771,0.067,0.4091
train,32,technocracy,0.1811,1,0,0,1,32.0,0.2586,0.0572,0.4596
train,32,anarchy,0.1811,1,0,0,1,20.0,0.0907,0.0197,0.3315
train,33,democracy,0.1789,1,0,0,1,11.0,0.0907,0.0938,0.4602
train,33,monarchy,0.1789,1,0,0,1,11.0,0.7624,0.1391,0.4091
train,33,dictatorship,0.1789,1,0,0,1,26.0,0.3502,0.1496,0.4255
train,33,utilitarian,0.1789,1,0,0,1,11.0,0.0691,0.0603,0.5
train,33,reputation,0.1789,1,0,0,1,11.0,0.086,0.0955,0.4489
train,33,technocracy,0.1789,1,0,0,1,19.0,0.1399,0.0741,0.4572
train,33,anarchy,0.1789,1,0,0,1,28.0,0.0819,0.0242,0.2963
train,34,democracy,0.1767,1,0,0,1,11.0,0.0735,0.1052,0.392
train,34,monarchy,0.1767,1,0,0,1,11.0,0.5977,0.1361,0.4886
train,34,dictatorship,0.1767,1,0,0,1,15.0,0.1356,0.0938,0.4
train,34,utilitarian,0.1767,1,0,0,1,11.0,0.0624,0.058,0.4602
train,34,reputation,0.1767,1,0,0,1,19.0,0.0753,0.0675,0.3651
train,34,technocracy,0.1767,1,0,0,1,19.0,0.088,0.0778,0.4638
train,34,anarchy,0.1767,1,0,0,1,44.0,0.1966,0.022,0.2514
train,35,democracy,0.1744,1,0,0,1,11.0,0.0899,0.0993,0.3466
train,35,monarchy,0.1744,1,0,0,1,13.0,0.5554,0.1385,0.4651
train,35,dictatorship,0.1744,1,0,0,1,28.0,0.2598,0.1129,0.3386
train,35,utilitarian,0.1744,1,0,0,1,11.0,0.0688,0.0603,0.4432
train,35,reputation,0.1744,1,0,0,1,25.0,0.2017,0.092,0.4316
train,35,technocracy,0.1744,1,0,0,1,47.0,0.1871,0.0765,0.4378
train,35,anarchy,0.1744,1,0,0,1,23.0,0.076,0.0267,0.3125
train,36,democracy,0.1722,1,0,0,1,10.0,0.083,0.0912,0.35
train,36,monarchy,0.1722,1,0,0,1,14.0,0.3697,0.0963,0.4062
train,36,dictatorship,0.1722,1,0,0,1,20.0,0.1945,0.1377,0.311
train,36,utilitarian,0.1722,1,0,0,1,13.0,0.0598,0.0606,0.4279
train,36,reputation,0.1722,1,0,0,1,10.0,0.1048,0.0945,0.2938
train,36,technocracy,0.1722,1,0,0,1,44.0,0.1747,0.0771,0.4479
train,36,anarchy,0.1722,1,0,0,1,21.0,0.0667,0.0258,0.2887
train,37,democracy,0.17,1,0,0,1,11.0,0.0698,0.1024,0.3807
train,37,monarchy,0.17,1,0,0,1,11.0,0.2847,0.137,0.4034
train,37,dictatorship,0.17,1,0,0,1,11.0,0.0999,0.0746,0.3409
train,37,utilitarian,0.17,1,0,0,1,8.0,0.0719,0.0628,0.3828
train,37,reputation,0.17,1,0,0,1,13.0,0.0951,0.0743,0.3365
train,37,technocracy,0.17,1,0,0,1,11.0,0.0921,0.0822,0.4602
train,37,anarchy,0.17,1,0,0,1,21.0,0.0636,0.022,0.3214
train,38,democracy,0.1678,1,0,0,1,10.0,0.08,0.098,0.4188
train,38,monarchy,0.1678,1,0,0,1,10.0,0.2198,0.1324,0.4813
train,38,dictatorship,0.1678,1,0,0,1,51.0,0.4808,0.1662,0.3359
train,38,utilitarian,0.1678,1,0,0,1,10.0,0.0721,0.0605,0.4938
train,38,reputation,0.1678,1,0,1,0,16.0,3.012,0.083,0.3318
train,38,technocracy,0.1678,1,0,0,1,31.0,0.1643,0.0869,0.5464
train,38,anarchy,0.1678,1,0,0,1,30.0,0.1674,0.0261,0.3376
train,39,democracy,0.1656,1,0,0,1,11.0,0.0884,0.1091,0.4091
train,39,monarchy,0.1656,1,0,0,1,16.0,0.364,0.13,0.3782
train,39,dictatorship,0.1656,1,0,0,1,25.0,0.3685,0.099,0.372
train,39,utilitarian,0.1656,1,0,0,1,11.0,0.0688,0.0536,0.4318
train,39,reputation,0.1656,1,0,1,0,10.0,1.9156,0.0832,0.3138
train,39,technocracy,0.1656,1,0,0,1,54.0,0.3,0.0733,0.4915
train,39,anarchy,0.1656,1,0,0,1,28.0,0.1212,0.0205,0.2878
train,40,democracy,0.1633,1,0,0,1,11.0,0.0689,0.1033,0.4659
train,40,monarchy,0.1633,1,0,0,1,38.0,0.2471,0.1522,0.4058
train,40,dictatorship,0.1633,1,0,0,1,33.0,0.2061,0.0969,0.4006
train,40,utilitarian,0.1633,1,0,0,1,11.0,0.0627,0.0578,0.483
train,40,reputation,0.1633,1,0,0,1,55.0,0.8543,0.1593,0.3808
train,40,technocracy,0.1633,1,0,0,1,41.0,0.6743,0.0709,0.4634
train,40,anarchy,0.1633,1,0,0,1,39.0,0.1172,0.0177,0.2904
frozen_self_play,40,democracy,0.0,4,0,0,4,11.75,0.0876,0.0993,0.4402
frozen_self_play,40,monarchy,0.0,4,0,0,4,11.25,0.215,0.1298,0.4316
frozen_self_play,40,dictatorship,0.0,4,0,0,4,13.75,0.1149,0.0802,0.3573
frozen_self_play,40,utilitarian,0.0,4,0,0,4,11.0,0.0668,0.0597,0.512
frozen_self_play,40,reputation,0.0,4,0,0,4,11.75,0.5924,0.0811,0.2686
frozen_self_play,40,technocracy,0.0,4,1,0,3,19.25,0.7691,0.0782,0.4604
frozen_self_play,40,anarchy,0.0,4,1,0,3,40.75,0.7214,0.0174,0.1879
