phase,episode,government,epsilon,games,white_wins,black_wins,draws,average_plies,average_prediction_error,average_constitutional_regret,average_discontent
train,85,reputation,0.0633,1,0,0,1,9.0,0.1162,0.0747,0.2986
train,85,technocracy,0.0633,1,0,0,1,9.0,0.146,0.057,0.4167
train,85,anarchy,0.0633,1,0,0,1,12.0,0.1162,0.0094,0.0938
train,86,democracy,0.0611,1,0,0,1,11.0,0.1927,0.1354,0.358
train,86,monarchy,0.0611,1,0,0,1,12.0,0.2265,0.0371,0.3528
train,86,dictatorship,0.0611,1,0,0,1,12.0,0.1242,0.047,0.3406
train,86,utilitarian,0.0611,1,0,0,1,42.0,0.4536,0.0234,0.2962
train,86,reputation,0.0611,1,0,0,1,27.0,0.1848,0.0872,0.3929
train,86,technocracy,0.0611,1,0,0,1,25.0,0.1657,0.0493,0.3155
train,86,anarchy,0.0611,1,0,0,1,27.0,0.1646,0.0196,0.1209
train,87,democracy,0.0589,1,0,0,1,15.0,0.1774,0.142,0.4525
train,87,monarchy,0.0589,1,0,0,1,19.0,0.1919,0.0721,0.3269
train,87,dictatorship,0.0589,1,0,0,1,28.0,0.1217,0.0708,0.3281
train,87,utilitarian,0.0589,1,0,0,1,10.0,0.2842,0.0319,0.3563
train,87,reputation,0.0589,1,0,0,1,20.0,0.153,0.0897,0.3732
train,87,technocracy,0.0589,1,0,0,1,37.0,0.2881,0.0698,0.3123
train,87,anarchy,0.0589,1,0,0,1,34.0,0.3442,0.0221,0.1663
train,88,democracy,0.0567,1,0,0,1,11.0,0.1288,0.1215,0.3523
train,88,monarchy,0.0567,1,0,0,1,18.0,0.1173,0.0593,0.344
train,88,dictatorship,0.0567,1,0,0,1,12.0,0.2291,0.0721,0.2448
train,88,utilitarian,0.0567,1,0,0,1,23.0,0.2289,0.0227,0.2356
train,88,reputation,0.0567,1,0,0,1,11.0,0.107,0.0857,0.3125
train,88,technocracy,0.0567,1,0,0,1,67.0,0.5172,0.0667,0.3776
train,88,anarchy,0.0567,1,0,0,1,52.0,0.1853,0.0424,0.1865
train,89,democracy,0.0544,1,0,0,1,10.0,0.1037,0.1479,0.3563
train,89,monarchy,0.0544,1,0,0,1,10.0,0.1027,0.0387,0.3563
train,89,dictatorship,0.0544,1,0,0,1,10.0,0.1139,0.0474,0.35
train,89,utilitarian,0.0544,1,0,0,1,10.0,0.1926,0.0328,0.3125
train,89,reputation,0.0544,1,0,0,1,10.0,0.0894,0.0875,0.3125
train,89,technocracy,0.0544,1,0,0,1,19.0,0.5905,0.0704,0.3355
train,89,anarchy,0.0544,1,0,0,1,32.0,0.3687,0.0201,0.1987
train,90,democracy,0.0522,1,0,0,1,24.0,0.1529,0.1532,0.4278
train,90,monarchy,0.0522,1,0,0,1,10.0,0.1001,0.0282,0.35
train,90,dictatorship,0.0522,1,0,0,1,10.0,0.1105,0.0429,0.2687
train,90,utilitarian,0.0522,1,0,0,1,16.0,0.1456,0.028,0.2826
train,90,reputation,0.0522,1,0,0,1,10.0,0.0846,0.0899,0.2313
train,90,technocracy,0.0522,1,0,0,1,45.0,0.4741,0.0945,0.3744
train,90,anarchy,0.0522,1,0,0,1,18.0,0.2204,0.0116,0.2145
frozen_self_play,90,democracy,0.0,4,0,1,3,12.75,0.7635,0.1127,0.3529
frozen_self_play,90,monarchy,0.0,4,0,0,4,11.5,0.1008,0.0428,0.3684
frozen_self_play,90,dictatorship,0.0,4,0,0,4,11.5,0.1036,0.0562,0.3206
frozen_self_play,90,utilitarian,0.0,4,0,0,4,12.75,0.177,0.0294,0.3077
frozen_self_play,90,reputation,0.0,4,0,1,3,10.25,0.7668,0.07,0.2172
frozen_self_play,90,technocracy,0.0,4,0,0,4,65.5,0.2784,0.0687,0.2889
frozen_self_play,90,anarchy,0.0,4,0,0,4,14.5,0.0933,0.0083,0.0961
train,91,democracy,0.05,1,0,0,1,13.0,0.1157,0.1278,0.3426
train,91,monarchy,0.05,1,0,0,1,12.0,0.1256,0.0472,0.4521
train,91,dictatorship,0.05,1,0,0,1,14.0,0.0898,0.0509,0.3214
train,91,utilitarian,0.05,1,0,0,1,12.0,0.1403,0.0324,0.316
train,91,reputation,0.05,1,0,0,1,12.0,0.0898,0.0758,0.2549
train,91,technocracy,0.05,1,0,0,1,43.0,0.3622,0.0644,0.346
train,91,anarchy,0.05,1,0,0,1,9.0,0.1067,0.0365,0.125
train,92,democracy,0.0478,1,0,0,1,21.0,0.2116,0.1154,0.3867
train,92,monarchy,0.0478,1,0,0,1,31.0,0.1818,0.0604,0.3097
train,92,dictatorship,0.0478,1,0,0,1,40.0,0.2082,0.0785,0.3063
train,92,utilitarian,0.0478,1,0,0,1,10.0,0.1359,0.041,0.2875
train,92,reputation,0.0478,1,0,0,1,20.0,0.1456,0.1008,0.3653
train,92,technocracy,0.0478,1,0,0,1,13.0,0.1821,0.0688,0.3192
train,92,anarchy,0.0478,1,0,0,1,44.0,0.5135,0.0104,0.1108
train,93,democracy,0.0456,1,0,0,1,15.0,0.1069,0.1212,0.4328
train,93,monarchy,0.0456,1,0,0,1,23.0,0.1997,0.0407,0.2848
train,93,dictatorship,0.0456,1,0,0,1,11.0,0.1284,0.0627,0.2727
train,93,utilitarian,0.0456,1,0,0,1,8.0,0.1042,0.029,0.2969
train,93,reputation,0.0456,1,0,0,1,11.0,0.0752,0.0652,0.2557
train,93,technocracy,0.0456,1,0,0,1,29.0,0.4332,0.0383,0.2848
train,93,anarchy,0.0456,1,0,0,1,11.0,0.2878,0.0047,0.1307
train,94,democracy,0.0433,1,0,0,1,51.0,0.3393,0.0884,0.3195
train,94,monarchy,0.0433,1,0,0,1,11.0,0.0901,0.0411,0.3466
train,94,dictatorship,0.0433,1,0,0,1,11.0,0.0928,0.0517,0.3295
train,94,utilitarian,0.0433,1,0,0,1,10.0,0.1052,0.028,0.3063
train,94,reputation,0.0433,1,0,0,1,11.0,0.0912,0.0765,0.2727
train,94,technocracy,0.0433,1,0,0,1,63.0,0.3109,0.0765,0.3428
train,94,anarchy,0.0433,1,0,1,0,18.0,2.9137,0.0132,0.1173
train,95,democracy,0.0411,1,0,1,0,44.0,1.9094,0.121,0.4102
train,95,monarchy,0.0411,1,0,0,1,12.0,0.1,0.0286,0.276
train,95,dictatorship,0.0411,1,0,0,1,12.0,0.0883,0.0456,0.2865
train,95,utilitarian,0.0411,1,0,0,1,12.0,0.0869,0.0295,0.3229
train,95,reputation,0.0411,1,0,0,1,12.0,0.0791,0.1001,0.2917
train,95,technocracy,0.0411,1,0,0,1,14.0,0.1319,0.05,0.4018
train,95,anarchy,0.0411,1,0,0,1,11.0,1.1301,0.0216,0.2102
train,96,democracy,0.0389,1,0,0,1,17.0,1.6987,0.1415,0.2941
train,96,monarchy,0.0389,1,0,0,1,10.0,0.0944,0.029,0.2938
train,96,dictatorship,0.0389,1,0,0,1,10.0,0.0793,0.032,0.2625
train,96,utilitarian,0.0389,1,0,0,1,10.0,0.1049,0.0282,0.2687
train,96,reputation,0.0389,1,0,0,1,10.0,0.0791,0.0896,0.3
train,96,technocracy,0.0389,1,0,0,1,12.0,0.1077,0.0521,0.4427
train,96,anarchy,0.0389,1,0,0,1,9.0,0.8933,0.0152,0.2292
train,97,democracy,0.0367,1,0,0,1,69.0,1.1755,0.1556,0.3215
train,97,monarchy,0.0367,1,0,0,1,12.0,0.072,0.0326,0.3229
train,97,dictatorship,0.0367,1,0,0,1,12.0,0.1125,0.0889,0.3542
train,97,utilitarian,0.0367,1,0,0,1,12.0,0.0832,0.0288,0.2969
train,97,reputation,0.0367,1,0,0,1,12.0,0.0695,0.0878,0.2812
train,97,technocracy,0.0367,1,0,0,1,45.0,0.2443,0.0653,0.2823
train,97,anarchy,0.0367,1,0,0,1,9.0,0.7498,0.0144,0.1944
train,98,democracy,0.0344,1,0,0,1,12.0,0.4048,0.0823,0.2292
train,98,monarchy,0.0344,1,0,0,1,12.0,0.0669,0.0318,0.2969
train,98,dictatorship,0.0344,1,0,0,1,12.0,0.0639,0.0404,0.2552
train,98,utilitarian,0.0344,1,0,0,1,12.0,0.0933,0.0302,0.3073
train,98,reputation,0.0344,1,0,0,1,12.0,0.0703,0.0884,0.2344
train,98,technocracy,0.0344,1,0,0,1,24.0,0.1976,0.0735,0.2847
train,98,anarchy,0.0344,1,0,0,1,9.0,0.6202,0.0138,0.1597
train,99,democracy,0.0322,1,0,0,1,12.0,0.3261,0.0863,0.2715
train,99,monarchy,0.0322,1,0,0,1,14.0,0.0824,0.0343,0.3664
train,99,dictatorship,0.0322,1,0,0,1,14.0,0.0836,0.0474,0.2899
train,99,utilitarian,0.0322,1,0,0,1,23.0,0.2536,0.0209,0.2207
train,99,reputation,0.0322,1,0,0,1,36.0,0.2294,0.063,0.2728
train,99,technocracy,0.0322,1,0,0,1,18.0,0.2491,0.0549,0.354
train,99,anarchy,0.0322,1,0,0,1,23.0,0.6168,0.0217,0.1751
train,100,democracy,0.03,1,0,0,1,19.0,0.311,0.0824,0.3098
train,100,monarchy,0.03,1,0,0,1,11.0,0.0789,0.0497,0.3409
train,100,dictatorship,0.03,1,0,0,1,11.0,0.0843,0.0697,0.3239
train,100,utilitarian,0.03,1,0,0,1,10.0,0.1104,0.0398,0.3125
train,100,reputation,0.03,1,0,0,1,33.0,0.2167,0.0923,0.3817
train,100,technocracy,0.03,1,0,0,1,15.0,0.1631,0.059,0.3763
train,100,anarchy,0.03,1,0,0,1,16.0,0.4708,0.0175,0.1544
frozen_self_play,100,democracy,0.0,4,0,0,4,10.75,0.2121,0.0736,0.2468
frozen_self_play,100,monarchy,0.0,4,0,0,4,10.75,0.0791,0.0332,0.3187
frozen_self_play,100,dictatorship,0.0,4,0,0,4,10.75,0.0733,0.0428,0.3076
frozen_self_play,100,utilitarian,0.0,4,0,0,4,10.0,0.0964,0.0291,0.2969
frozen_self_play,100,reputation,0.0,4,0,0,4,10.75,0.0901,0.0766,0.2518
frozen_self_play,100,technocracy,0.0,4,0,0,4,49.0,0.1998,0.0521,0.2804
frozen_self_play,100,anarchy,0.0,4,0,0,4,9.5,0.2027,0.0081,0.1127
