seed,ply,side,government,agent_id,agent_square,favourite_move,supports_selected,selected_move,raw_support_for_selected,eligible_voters,subjective_utility_of_selected,benchmark_of_favourite,best_benchmark,relative_regret,vote_weight_before,vote_weight_after,game_result
42,1,White,democracy,WR1,a1,a1b1,False,h2h4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,1,White,democracy,WB1,c1,h2h4,True,h2h4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,1,White,democracy,WQ1,d1,h2h4,True,h2h4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,1,White,democracy,WK1,e1,h2h4,True,h2h4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,1,White,democracy,WB2,f1,h2h4,True,h2h4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,1,White,democracy,WN2,g1,g1h3,False,h2h4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,1,White,democracy,WR2,h1,h2h4,True,h2h4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,1,White,democracy,WP1,a2,h2h4,True,h2h4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,1,White,democracy,WP2,b2,b2b4,False,h2h4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,1,White,democracy,WP3,c2,c2c4,False,h2h4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,1,White,democracy,WP4,d2,d2d4,False,h2h4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,1,White,democracy,WP5,e2,e2e4,False,h2h4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,1,White,democracy,WP6,f2,f2f4,False,h2h4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,1,White,democracy,WP7,g2,g2g4,False,h2h4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,1,White,democracy,WP8,h2,h2h4,True,h2h4,7,16,2.6502,0,0,0,1.0,1.0,Draw
42,1,White,democracy,WN1,a3,a3c4,False,h2h4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,2,Black,democracy,BP1,a7,a7a5,False,h8g8,7,16,0.0,0,0,0,1.0,1.0,Draw
42,2,Black,democracy,BP2,b7,b7b5,False,h8g8,7,16,0.0,0,0,0,1.0,1.0,Draw
42,2,Black,democracy,BP3,c7,c7c5,False,h8g8,7,16,0.0,0,0,0,1.0,1.0,Draw
42,2,Black,democracy,BP4,d7,d7d5,False,h8g8,7,16,0.0,0,0,0,1.0,1.0,Draw
42,2,Black,democracy,BP5,e7,e7e5,False,h8g8,7,16,0.0,0,0,0,1.0,1.0,Draw
42,2,Black,democracy,BP6,f7,f7f5,False,h8g8,7,16,0.0,0,0,0,1.0,1.0,Draw
42,2,Black,democracy,BP7,g7,g7g5,False,h8g8,7,16,0.0,0,0,0,1.0,1.0,Draw
42,2,Black,democracy,BP8,h7,h8g8,True,h8g8,7,16,0.0,0,0,0,1.0,1.0,Draw
42,2,Black,democracy,BR1,a8,h8g8,True,h8g8,7,16,0.0,0,0,0,1.0,1.0,Draw
42,2,Black,democracy,BN1,b8,b8c6,False,h8g8,7,16,0.0,0,0,0,1.0,1.0,Draw
42,2,Black,democracy,BB1,c8,h8g8,True,h8g8,7,16,0.0,0,0,0,1.0,1.0,Draw
42,2,Black,democracy,BQ1,d8,h8g8,True,h8g8,7,16,0.0,0,0,0,1.0,1.0,Draw
42,2,Black,democracy,BK1,e8,h8g8,True,h8g8,7,16,0.0,0,0,0,1.0,1.0,Draw
42,2,Black,democracy,BB2,f8,h8g8,True,h8g8,7,16,0.0,0,0,0,1.0,1.0,Draw
42,2,Black,democracy,BR2,h8,h8g8,True,h8g8,7,16,1.0822,0,0,0,1.0,1.0,Draw
42,2,Black,democracy,BN2,h6,h6g8,False,h8g8,7,16,0.0,0,0,0,1.0,1.0,Draw
42,3,White,democracy,WR1,a1,a1b1,False,h4h5,6,16,0.0,0,0,0,1.0,1.0,Draw
42,3,White,democracy,WB1,c1,h4h5,True,h4h5,6,16,0.0,0,0,0,1.0,1.0,Draw
42,3,White,democracy,WQ1,d1,h4h5,True,h4h5,6,16,0.0,0,0,0,1.0,1.0,Draw
42,3,White,democracy,WK1,e1,h4h5,True,h4h5,6,16,0.0,0,0,0,1.0,1.0,Draw
42,3,White,democracy,WB2,f1,h4h5,True,h4h5,6,16,0.0,0,0,0,1.0,1.0,Draw
42,3,White,democracy,WN2,g1,g1h3,False,h4h5,6,16,0.0,0,0,0,1.0,1.0,Draw
42,3,White,democracy,WR2,h1,h1h3,False,h4h5,6,16,0.0,0,0,0,1.0,1.0,Draw
42,3,White,democracy,WP1,a2,h4h5,True,h4h5,6,16,0.0,0,0,0,1.0,1.0,Draw
42,3,White,democracy,WP2,b2,b2b4,False,h4h5,6,16,0.0,0,0,0,1.0,1.0,Draw
42,3,White,democracy,WP3,c2,c2c4,False,h4h5,6,16,0.0,0,0,0,1.0,1.0,Draw
42,3,White,democracy,WP4,d2,d2d4,False,h4h5,6,16,0.0,0,0,0,1.0,1.0,Draw
42,3,White,democracy,WP5,e2,e2e4,False,h4h5,6,16,0.0,0,0,0,1.0,1.0,Draw
42,3,White,democracy,WP6,f2,f2f4,False,h4h5,6,16,0.0,0,0,0,1.0,1.0,Draw
42,3,White,democracy,WP7,g2,g2g4,False,h4h5,6,16,0.0,0,0,0,1.0,1.0,Draw
42,3,White,democracy,WN1,a3,a3c4,False,h4h5,6,16,0.0,0,0,0,1.0,1.0,Draw
42,3,White,democracy,WP8,h4,h4h5,True,h4h5,6,16,2.2085,0,0,0,1.0,1.0,Draw
42,4,Black,democracy,BP1,a7,a7a5,False,h6g4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,4,Black,democracy,BP2,b7,b7b5,False,h6g4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,4,Black,democracy,BP3,c7,c7c5,False,h6g4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,4,Black,democracy,BP4,d7,d7d5,False,h6g4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,4,Black,democracy,BP5,e7,e7e5,False,h6g4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,4,Black,democracy,BP6,f7,f7f5,False,h6g4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,4,Black,democracy,BP7,g7,g7g5,False,h6g4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,4,Black,democracy,BP8,h7,h6g4,True,h6g4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,4,Black,democracy,BR1,a8,h6g4,True,h6g4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,4,Black,democracy,BN1,b8,b8c6,False,h6g4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,4,Black,democracy,BB1,c8,h6g4,True,h6g4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,4,Black,democracy,BQ1,d8,h6g4,True,h6g4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,4,Black,democracy,BK1,e8,h6g4,True,h6g4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,4,Black,democracy,BB2,f8,h6g4,True,h6g4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,4,Black,democracy,BN2,h6,h6g4,True,h6g4,7,16,1.7934,0,0,0,1.0,1.0,Draw
42,4,Black,democracy,BR2,g8,g8h8,False,h6g4,7,16,0.0,0,0,0,1.0,1.0,Draw
42,5,White,democracy,WR1,a1,a1b1,False,h5h6,6,16,0.0,0,0,0,1.0,1.0,Draw
42,5,White,democracy,WB1,c1,h5h6,True,h5h6,6,16,0.0,0,0,0,1.0,1.0,Draw
42,5,White,democracy,WQ1,d1,h5h6,True,h5h6,6,16,0.0,0,0,0,1.0,1.0,Draw
42,5,White,democracy,WK1,e1,h5h6,True,h5h6,6,16,0.0,0,0,0,1.0,1.0,Draw
42,5,White,democracy,WB2,f1,h5h6,True,h5h6,6,16,0.0,0,0,0,1.0,1.0,Draw
42,5,White,democracy,WN2,g1,g1h3,False,h5h6,6,16,0.0,0,0,0,1.0,1.0,Draw
42,5,White,democracy,WR2,h1,h1h4,False,h5h6,6,16,0.0,0,0,0,1.0,1.0,Draw
42,5,White,democracy,WP1,a2,h5h6,True,h5h6,6,16,0.0,0,0,0,1.0,1.0,Draw
42,5,White,democracy,WP2,b2,b2b4,False,h5h6,6,16,0.0,0,0,0,1.0,1.0,Draw
42,5,White,democracy,WP3,c2,c2c4,False,h5h6,6,16,0.0,0,0,0,1.0,1.0,Draw
42,5,White,democracy,WP4,d2,d2d4,False,h5h6,6,16,0.0,0,0,0,1.0,1.0,Draw
42,5,White,democracy,WP5,e2,e2e4,False,h5h6,6,16,0.0,0,0,0,1.0,1.0,Draw
42,5,White,democracy,WP6,f2,f2f4,False,h5h6,6,16,-0.32956,0,0,0,1.0,1.0,Draw
42,5,White,democracy,WP7,g2,g2g3,False,h5h6,6,16,0.0,0,0,0,1.0,1.0,Draw
42,5,White,democracy,WN1,a3,a3c4,False,h5h6,6,16,0.0,0,0,0,1.0,1.0,Draw
42,5,White,democracy,WP8,h5,h5h6,True,h5h6,6,16,1.89042,0,0,0,1.0,1.0,Draw
42,6,Black,democracy,BP1,a7,a7a5,False,g7h6,8,16,0.785,0,1,1,1.0,1.0,Draw
42,6,Black,democracy,BP2,b7,b7b5,False,g7h6,8,16,0.771,0,1,1,1.0,1.0,Draw
42,6,Black,democracy,BP3,c7,c7c5,False,g7h6,8,16,0.835,0,1,1,1.0,1.0,Draw
42,6,Black,democracy,BP4,d7,d7d5,False,g7h6,8,16,0.748,0,1,1,1.0,1.0,Draw
42,6,Black,democracy,BP5,e7,e7e5,False,g7h6,8,16,0.724,0,1,1,1.0,1.0,Draw
42,6,Black,democracy,BP6,f7,f7f5,False,g7h6,8,16,0.792,0,1,1,1.0,1.0,Draw
42,6,Black,democracy,BP7,g7,g7h6,True,g7h6,8,16,2.30513,1,1,0,1.0,1.0,Draw
42,6,Black,democracy,BP8,h7,g7h6,True,g7h6,8,16,0.749,1,1,0,1.0,1.0,Draw
42,6,Black,democracy,BR1,a8,g7h6,True,g7h6,8,16,1.256,1,1,0,1.0,1.0,Draw
42,6,Black,democracy,BN1,b8,b8c6,False,g7h6,8,16,1.068,0,1,1,1.0,1.0,Draw
42,6,Black,democracy,BB1,c8,g7h6,True,g7h6,8,16,1.065,1,1,0,1.0,1.0,Draw
42,6,Black,democracy,BQ1,d8,g7h6,True,g7h6,8,16,1.318,1,1,0,1.0,1.0,Draw
42,6,Black,democracy,BK1,e8,g7h6,True,g7h6,8,16,0.798,1,1,0,1.0,1.0,Draw
42,6,Black,democracy,BB2,f8,g7h6,True,g7h6,8,16,1.187,1,1,0,1.0,1.0,Draw
42,6,Black,democracy,BR2,g8,g7h6,True,g7h6,8,16,1.272,1,1,0,1.0,1.0,Draw
42,6,Black,democracy,BN2,g4,g4h6,False,g7h6,8,16,1.025,1,1,0,1.0,1.0,Draw
42,7,White,democracy,WR1,a1,h1h6,True,h1h6,7,15,1.115,0,0,0,1.0,1.0,Draw
42,7,White,democracy,WB1,c1,h1h6,True,h1h6,7,15,1.229,0,0,0,1.0,1.0,Draw
42,7,White,democracy,WQ1,d1,h1h6,True,h1h6,7,15,1.692,0,0,0,1.0,1.0,Draw
42,7,White,democracy,WK1,e1,h1h6,True,h1h6,7,15,0.754,0,0,0,1.0,1.0,Draw
42,7,White,democracy,WB2,f1,h1h6,True,h1h6,7,15,1.097,0,0,0,1.0,1.0,Draw
42,7,White,democracy,WN2,g1,g1h3,False,h1h6,7,15,1.077,-1,0,1,1.0,1.0,Draw
42,7,White,democracy,WR2,h1,h1h6,True,h1h6,7,15,1.2434,0,0,0,1.0,1.0,Draw
42,7,White,democracy,WP1,a2,h1h6,True,h1h6,7,15,0.733,0,0,0,1.0,1.0,Draw
42,7,White,democracy,WP2,b2,b2b4,False,h1h6,7,15,0.668,-1,0,1,1.0,1.0,Draw
42,7,White,democracy,WP3,c2,c2c4,False,h1h6,7,15,0.728,-1,0,1,1.0,1.0,Draw
42,7,White,democracy,WP4,d2,d2d4,False,h1h6,7,15,0.736,-1,0,1,1.0,1.0,Draw
42,7,White,democracy,WP5,e2,e2e4,False,h1h6,7,15,0.74,-1,0,1,1.0,1.0,Draw
42,7,White,democracy,WP6,f2,f2f4,False,h1h6,7,15,0.51644,-1,0,1,1.0,1.0,Draw
42,7,White,democracy,WP7,g2,g2g3,False,h1h6,7,15,0.806,-1,0,1,1.0,1.0,Draw
42,7,White,democracy,WN1,a3,a3c4,False,h1h6,7,15,0.999,-1,0,1,1.0,1.0,Draw
42,8,Black,democracy,BP1,a7,g4h6,True,g4h6,14,15,3.925,5,5,0,1.0,1.0,Draw
42,8,Black,democracy,BP2,b7,g4h6,True,g4h6,14,15,3.855,5,5,0,1.0,1.0,Draw
42,8,Black,democracy,BP3,c7,g4h6,True,g4h6,14,15,4.175,5,5,0,1.0,1.0,Draw
42,8,Black,democracy,BP4,d7,g4h6,True,g4h6,14,15,3.74,5,5,0,1.0,1.0,Draw
42,8,Black,democracy,BP5,e7,g4h6,True,g4h6,14,15,3.62,5,5,0,1.0,1.0,Draw
42,8,Black,democracy,BP6,f7,g4h6,True,g4h6,14,15,3.96,5,5,0,1.0,1.0,Draw
42,8,Black,democracy,BP8,h7,g4h6,True,g4h6,14,15,3.745,5,5,0,1.0,1.0,Draw
42,8,Black,democracy,BR1,a8,g4h6,True,g4h6,14,15,6.28,5,5,0,1.0,1.0,Draw
42,8,Black,democracy,BN1,b8,g4h6,True,g4h6,14,15,5.34,5,5,0,1.0,1.0,Draw
42,8,Black,democracy,BB1,c8,g4h6,True,g4h6,14,15,5.325,5,5,0,1.0,1.0,Draw
42,8,Black,democracy,BQ1,d8,g4h6,True,g4h6,14,15,6.59,5,5,0,1.0,1.0,Draw
42,8,Black,democracy,BK1,e8,g4h6,True,g4h6,14,15,3.99,5,5,0,1.0,1.0,Draw
42,8,Black,democracy,BB2,f8,f8h6,False,g4h6,14,15,5.935,5,5,0,1.0,1.0,Draw
42,8,Black,democracy,BR2,g8,g4h6,True,g4h6,14,15,6.36,5,5,0,1.0,1.0,Draw
42,8,Black,democracy,BN2,g4,g4h6,True,g4h6,14,15,6.9184,5,5,0,1.0,1.0,Draw
42,9,White,democracy,WR1,a1,a1b1,False,g2g4,6,14,0.0,-5,-5,0,1.0,1.0,Draw
42,9,White,democracy,WB1,c1,g2g4,True,g2g4,6,14,0.0,-5,-5,0,1.0,1.0,Draw
42,9,White,democracy,WQ1,d1,g2g4,True,g2g4,6,14,0.0,-5,-5,0,1.0,1.0,Draw
42,9,White,democracy,WK1,e1,g2g4,True,g2g4,6,14,0.0,-5,-5,0,1.0,1.0,Draw
42,9,White,democracy,WB2,f1,g2g4,True,g2g4,6,14,0.0,-5,-5,0,1.0,1.0,Draw
42,9,White,democracy,WN2,g1,g1h3,False,g2g4,6,14,0.0,-5,-5,0,1.0,1.0,Draw
42,9,White,democracy,WP1,a2,g2g4,True,g2g4,6,14,0.0,-5,-5,0,1.0,1.0,Draw
42,9,White,democracy,WP2,b2,b2b4,False,g2g4,6,14,0.0,-5,-5,0,1.0,1.0,Draw
42,9,White,democracy,WP3,c2,c2c4,False,g2g4,6,14,0.0,-5,-5,0,1.0,1.0,Draw
42,9,White,democracy,WP4,d2,d2d4,False,g2g4,6,14,0.0,-5,-5,0,1.0,1.0,Draw
42,9,White,democracy,WP5,e2,e2e4,False,g2g4,6,14,0.0,-5,-5,0,1.0,1.0,Draw
42,9,White,democracy,WP6,f2,f2f4,False,g2g4,6,14,0.0,-5,-5,0,1.0,1.0,Draw
42,9,White,democracy,WP7,g2,g2g4,True,g2g4,6,14,2.64698,-5,-5,0,1.0,1.0,Draw
42,9,White,democracy,WN1,a3,a3c4,False,g2g4,6,14,0.0,-5,-5,0,1.0,1.0,Draw
42,10,Black,democracy,BP1,a7,a7a5,False,h6g4,6,15,0.785,5,6,1,1.0,1.0,Draw
42,10,Black,democracy,BP2,b7,b7b5,False,h6g4,6,15,0.771,5,6,1,1.0,1.0,Draw
42,10,Black,democracy,BP3,c7,c7c5,False,h6g4,6,15,0.835,5,6,1,1.0,1.0,Draw
42,10,Black,democracy,BP4,d7,d7d5,False,h6g4,6,15,0.748,5,6,1,1.0,1.0,Draw
42,10,Black,democracy,BP5,e7,e7e5,False,h6g4,6,15,0.724,5,6,1,1.0,1.0,Draw
42,10,Black,democracy,BP6,f7,f7f5,False,h6g4,6,15,0.792,5,6,1,1.0,1.0,Draw
42,10,Black,democracy,BP8,h7,h6g4,True,h6g4,6,15,0.749,6,6,0,1.0,1.0,Draw
42,10,Black,democracy,BR1,a8,h6g4,True,h6g4,6,15,1.256,6,6,0,1.0,1.0,Draw
42,10,Black,democracy,BN1,b8,b8c6,False,h6g4,6,15,1.068,5,6,1,1.0,1.0,Draw
42,10,Black,democracy,BB1,c8,h6g4,True,h6g4,6,15,1.065,6,6,0,1.0,1.0,Draw
42,10,Black,democracy,BQ1,d8,h6g4,True,h6g4,6,15,1.318,6,6,0,1.0,1.0,Draw
42,10,Black,democracy,BK1,e8,h6g4,True,h6g4,6,15,0.798,6,6,0,1.0,1.0,Draw
42,10,Black,democracy,BB2,f8,f8g7,False,h6g4,6,15,1.187,5,6,1,1.0,1.0,Draw
42,10,Black,democracy,BR2,g8,g8g4,False,h6g4,6,15,1.272,6,6,0,1.0,1.0,Draw
42,10,Black,democracy,BN2,h6,h6g4,True,h6g4,6,15,2.8184,6,6,0,1.0,1.0,Draw
42,11,White,democracy,WR1,a1,a1b1,False,g1h3,5,13,0.0,-6,-6,0,1.0,1.0,Draw
42,11,White,democracy,WB1,c1,g1h3,True,g1h3,5,13,0.0,-6,-6,0,1.0,1.0,Draw
42,11,White,democracy,WQ1,d1,g1h3,True,g1h3,5,13,0.0,-6,-6,0,1.0,1.0,Draw
42,11,White,democracy,WK1,e1,g1h3,True,g1h3,5,13,0.0,-6,-6,0,1.0,1.0,Draw
42,11,White,democracy,WB2,f1,f1h3,False,g1h3,5,13,0.0,-6,-6,0,1.0,1.0,Draw
42,11,White,democracy,WN2,g1,g1h3,True,g1h3,5,13,1.7822,-6,-6,0,1.0,1.0,Draw
42,11,White,democracy,WP1,a2,g1h3,True,g1h3,5,13,0.0,-6,-6,0,1.0,1.0,Draw
42,11,White,democracy,WP2,b2,b2b4,False,g1h3,5,13,0.0,-6,-6,0,1.0,1.0,Draw
42,11,White,democracy,WP3,c2,c2c4,False,g1h3,5,13,0.0,-6,-6,0,1.0,1.0,Draw
42,11,White,democracy,WP4,d2,d2d4,False,g1h3,5,13,0.0,-6,-6,0,1.0,1.0,Draw
42,11,White,democracy,WP5,e2,e2e4,False,g1h3,5,13,0.0,-6,-6,0,1.0,1.0,Draw
42,11,White,democracy,WP6,f2,f2f4,False,g1h3,5,13,-0.32956,-6,-6,0,1.0,1.0,Draw
42,11,White,democracy,WN1,a3,a3c4,False,g1h3,5,13,0.0,-6,-6,0,1.0,1.0,Draw
42,12,Black,democracy,BP1,a7,a7a5,False,g4f2,6,15,0.785,6,7,1,1.0,1.0,Draw
42,12,Black,democracy,BP2,b7,b7b5,False,g4f2,6,15,0.771,6,7,1,1.0,1.0,Draw
42,12,Black,democracy,BP3,c7,c7c5,False,g4f2,6,15,0.835,6,7,1,1.0,1.0,Draw
42,12,Black,democracy,BP4,d7,d7d5,False,g4f2,6,15,0.748,6,7,1,1.0,1.0,Draw
42,12,Black,democracy,BP5,e7,e7e5,False,g4f2,6,15,0.724,6,7,1,1.0,1.0,Draw
42,12,Black,democracy,BP6,f7,f7f5,False,g4f2,6,15,0.792,6,7,1,1.0,1.0,Draw
42,12,Black,democracy,BP8,h7,h7h5,False,g4f2,6,15,0.749,6,7,1,1.0,1.0,Draw
42,12,Black,democracy,BR1,a8,g4f2,True,g4f2,6,15,1.256,7,7,0,1.0,1.0,Draw
42,12,Black,democracy,BN1,b8,b8c6,False,g4f2,6,15,1.068,6,7,1,1.0,1.0,Draw
42,12,Black,democracy,BB1,c8,g4f2,True,g4f2,6,15,1.065,7,7,0,1.0,1.0,Draw
42,12,Black,democracy,BQ1,d8,g4f2,True,g4f2,6,15,1.318,7,7,0,1.0,1.0,Draw
42,12,Black,democracy,BK1,e8,g4f2,True,g4f2,6,15,0.798,7,7,0,1.0,1.0,Draw
42,12,Black,democracy,BB2,f8,f8h6,False,g4f2,6,15,1.187,6,7,1,1.0,1.0,Draw
42,12,Black,democracy,BR2,g8,g4f2,True,g4f2,6,15,1.272,7,7,0,1.0,1.0,Draw
42,12,Black,democracy,BN2,g4,g4f2,True,g4f2,6,15,2.03552,7,7,0,1.0,1.0,Draw
42,13,White,democracy,WR1,a1,h3f2,True,h3f2,7,12,3.345,-4,-4,0,1.0,1.0,Draw
42,13,White,democracy,WB1,c1,h3f2,True,h3f2,7,12,3.687,-4,-4,0,1.0,1.0,Draw
42,13,White,democracy,WQ1,d1,h3f2,True,h3f2,7,12,5.076,-4,-4,0,1.0,1.0,Draw
42,13,White,democracy,WK1,e1,e1f2,False,h3f2,7,12,2.262,-4,-4,0,1.0,1.0,Draw
42,13,White,democracy,WB2,f1,h3f2,True,h3f2,7,12,3.291,-4,-4,0,1.0,1.0,Draw
42,13,White,democracy,WP1,a2,h3f2,True,h3f2,7,12,2.199,-4,-4,0,1.0,1.0,Draw
42,13,White,democracy,WP2,b2,b2b4,False,h3f2,7,12,2.004,-7,-4,1,1.0,1.0,Draw
42,13,White,democracy,WP3,c2,c2c4,False,h3f2,7,12,2.184,-7,-4,1,1.0,1.0,Draw
42,13,White,democracy,WP4,d2,d2d4,False,h3f2,7,12,2.208,-7,-4,1,1.0,1.0,Draw
42,13,White,democracy,WP5,e2,e2e4,False,h3f2,7,12,2.22,-7,-4,1,1.0,1.0,Draw
42,13,White,democracy,WN1,a3,h3f2,True,h3f2,7,12,2.997,-4,-4,0,1.0,1.0,Draw
42,13,White,democracy,WN2,h3,h3f2,True,h3f2,7,12,5.0132,-4,-4,0,1.0,1.0,Draw
42,14,Black,democracy,BP1,a7,a7a5,False,h7h6,4,14,0.0,4,4,0,1.0,1.0,Draw
42,14,Black,democracy,BP2,b7,b7b5,False,h7h6,4,14,0.0,4,4,0,1.0,1.0,Draw
42,14,Black,democracy,BP3,c7,c7c5,False,h7h6,4,14,0.0,4,4,0,1.0,1.0,Draw
42,14,Black,democracy,BP4,d7,d7d5,False,h7h6,4,14,0.0,4,4,0,1.0,1.0,Draw
42,14,Black,democracy,BP5,e7,e7e5,False,h7h6,4,14,0.0,4,4,0,1.0,1.0,Draw
42,14,Black,democracy,BP6,f7,f7f5,False,h7h6,4,14,0.0,4,4,0,1.0,1.0,Draw
42,14,Black,democracy,BP8,h7,h7h5,False,h7h6,4,14,2.05975,4,4,0,1.0,1.0,Draw
42,14,Black,democracy,BR1,a8,h7h6,True,h7h6,4,14,0.0,4,4,0,1.0,1.0,Draw
42,14,Black,democracy,BN1,b8,b8c6,False,h7h6,4,14,0.0,4,4,0,1.0,1.0,Draw
42,14,Black,democracy,BB1,c8,h7h6,True,h7h6,4,14,0.0,4,4,0,1.0,1.0,Draw
42,14,Black,democracy,BQ1,d8,h7h6,True,h7h6,4,14,0.0,4,4,0,1.0,1.0,Draw
42,14,Black,democracy,BK1,e8,h7h6,True,h7h6,4,14,0.0,4,4,0,1.0,1.0,Draw
42,14,Black,democracy,BB2,f8,f8h6,False,h7h6,4,14,0.0,4,4,0,1.0,1.0,Draw
42,14,Black,democracy,BR2,g8,g8h8,False,h7h6,4,14,0.0,4,4,0,1.0,1.0,Draw
42,15,White,democracy,WR1,a1,a1b1,False,f2h3,5,12,0.0,-4,-4,0,1.0,1.0,Draw
42,15,White,democracy,WB1,c1,f2h3,True,f2h3,5,12,0.0,-4,-4,0,1.0,1.0,Draw
42,15,White,democracy,WQ1,d1,f2h3,True,f2h3,5,12,0.0,-4,-4,0,1.0,1.0,Draw
42,15,White,democracy,WK1,e1,f2h3,True,f2h3,5,12,0.0,-4,-4,0,1.0,1.0,Draw
42,15,White,democracy,WB2,f1,f1h3,False,f2h3,5,12,0.0,-4,-4,0,1.0,1.0,Draw
42,15,White,democracy,WP1,a2,f2h3,True,f2h3,5,12,0.0,-4,-4,0,1.0,1.0,Draw
42,15,White,democracy,WP2,b2,b2b4,False,f2h3,5,12,0.0,-4,-4,0,1.0,1.0,Draw
42,15,White,democracy,WP3,c2,c2c4,False,f2h3,5,12,0.0,-4,-4,0,1.0,1.0,Draw
42,15,White,democracy,WP4,d2,d2d4,False,f2h3,5,12,0.0,-4,-4,0,1.0,1.0,Draw
42,15,White,democracy,WP5,e2,e2e4,False,f2h3,5,12,0.0,-4,-4,0,1.0,1.0,Draw
42,15,White,democracy,WN1,a3,a3c4,False,f2h3,5,12,0.0,-4,-4,0,1.0,1.0,Draw
42,15,White,democracy,WN2,f2,f2h3,True,f2h3,5,12,1.7822,-4,-4,0,1.0,1.0,Draw
42,16,Black,democracy,BP1,a7,a7a5,False,h6h5,5,14,0.0,4,4,0,1.0,1.0,Draw
42,16,Black,democracy,BP2,b7,b7b5,False,h6h5,5,14,0.0,4,4,0,1.0,1.0,Draw
42,16,Black,democracy,BP3,c7,c7c5,False,h6h5,5,14,0.0,4,4,0,1.0,1.0,Draw
42,16,Black,democracy,BP4,d7,d7d5,False,h6h5,5,14,0.0,4,4,0,1.0,1.0,Draw
42,16,Black,democracy,BP5,e7,e7e5,False,h6h5,5,14,0.0,4,4,0,1.0,1.0,Draw
42,16,Black,democracy,BP6,f7,f7f5,False,h6h5,5,14,0.0,4,4,0,1.0,1.0,Draw
42,16,Black,democracy,BR1,a8,h6h5,True,h6h5,5,14,0.0,4,4,0,1.0,1.0,Draw
42,16,Black,democracy,BN1,b8,b8c6,False,h6h5,5,14,0.0,4,4,0,1.0,1.0,Draw
42,16,Black,democracy,BB1,c8,h6h5,True,h6h5,5,14,0.0,4,4,0,1.0,1.0,Draw
42,16,Black,democracy,BQ1,d8,h6h5,True,h6h5,5,14,0.0,4,4,0,1.0,1.0,Draw
42,16,Black,democracy,BK1,e8,h6h5,True,h6h5,5,14,0.0,4,4,0,1.0,1.0,Draw
42,16,Black,democracy,BB2,f8,f8g7,False,h6h5,5,14,0.0,4,4,0,1.0,1.0,Draw
42,16,Black,democracy,BR2,g8,g8h8,False,h6h5,5,14,0.0,4,4,0,1.0,1.0,Draw
42,16,Black,democracy,BP8,h6,h6h5,True,h6h5,5,14,2.05975,4,4,0,1.0,1.0,Draw
42,17,White,democracy,WR1,a1,a1b1,False,h3g5,3,12,0.0,-4,-4,0,1.0,1.0,Draw
42,17,White,democracy,WB1,c1,h3g5,True,h3g5,3,12,0.0,-4,-4,0,1.0,1.0,Draw
42,17,White,democracy,WQ1,d1,h3g5,True,h3g5,3,12,0.0,-4,-4,0,1.0,1.0,Draw
42,17,White,democracy,WK1,e1,e1f2,False,h3g5,3,12,0.0,-4,-4,0,1.0,1.0,Draw
42,17,White,democracy,WB2,f1,f1g2,False,h3g5,3,12,0.0,-4,-4,0,1.0,1.0,Draw
42,17,White,democracy,WP1,a2,h3g5,True,h3g5,3,12,0.0,-4,-4,0,1.0,1.0,Draw
42,17,White,democracy,WP2,b2,b2b4,False,h3g5,3,12,0.0,-4,-4,0,1.0,1.0,Draw
42,17,White,democracy,WP3,c2,c2c4,False,h3g5,3,12,0.0,-4,-4,0,1.0,1.0,Draw
42,17,White,democracy,WP4,d2,d2d4,False,h3g5,3,12,0.0,-4,-4,0,1.0,1.0,Draw
42,17,White,democracy,WP5,e2,e2e4,False,h3g5,3,12,0.0,-4,-4,0,1.0,1.0,Draw
42,17,White,democracy,WN1,a3,a3c4,False,h3g5,3,12,0.0,-4,-4,0,1.0,1.0,Draw
42,17,White,democracy,WN2,h3,h3f4,False,h3g5,3,12,0.95984,-4,-4,0,1.0,1.0,Draw
